class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
a,0.10195472836494446,0.7402263879776001,-9.26712175441935e-07,0.0,0.21160830557346344,0.7013493776321411,-0.019482653588056564,0.0,0.2964061200618744,0.6076508164405823,-0.01852591522037983,0.0,0.32828620076179504,0.4977167844772339,-0.02030295692384243,0.0,0.35363680124282837,0.4194282293319702,-0.012792420573532581,0.0,0.27385786175727844,0.49604249000549316,0.031403571367263794,0.0,0.28731685876846313,0.4047728180885315,-0.01059493888169527,0.0,0.2602652907371521,0.495910108089447,-0.029457803815603256,0.0,0.25280866026878357,0.5370710492134094,-0.03237199783325195,0.0,0.21458584070205688,0.47235384583473206,0.029434172436594963,0.0,0.22562192380428314,0.39056605100631714,-0.015597154386341572,0.0,0.20364351570606232,0.5055187940597534,-0.02249964326620102,0.0,0.20262794196605682,0.5386755466461182,-0.011759835295379162,0.0,0.15894697606563568,0.4608291983604431,0.017728246748447418,0.0,0.16483981907367706,0.3909028172492981,-0.028566867113113403,0.0,0.15027263760566711,0.506338357925415,-0.011745231226086617,0.0,0.1524178385734558,0.5423666834831238,0.015309353359043598,0.0,0.10334938764572144,0.4564187228679657,0.0042241280898451805,0.0,0.11301765590906143,0.39813685417175293,-0.015947112813591957,0.0,0.10372968763113022,0.48620232939720154,0.004753498360514641,0.0,0.10358861833810806,0.5260205268859863,0.029662830755114555,0.0
a,0.15487153828144073,0.6472539901733398,-8.416197374572221e-07,0.0,0.2534867525100708,0.6203221082687378,-0.037611737847328186,0.0,0.34362250566482544,0.522466242313385,-0.04394953325390816,0.0,0.37838080525398254,0.4045009911060333,-0.0461726151406765,0.0,0.3944588899612427,0.31895357370376587,-0.0356789156794548,0.0,0.3225694000720978,0.40979406237602234,2.2531396098202094e-05,0.0,0.33044302463531494,0.3173333406448364,-0.04527487978339195,0.0,0.3063095808029175,0.4170926809310913,-0.06371014565229416,0.0,0.30518096685409546,0.4389868974685669,-0.06859786063432693,0.0,0.26124611496925354,0.393810898065567,0.007349703460931778,0.0,0.2682710886001587,0.3121432065963745,-0.03972412645816803,0.0,0.2505798637866974,0.4342624247074127,-0.04296279698610306,0.0,0.2537676990032196,0.43945807218551636,-0.03238978609442711,0.0,0.2039007842540741,0.3840087652206421,0.005013188812881708,0.0,0.2088305801153183,0.3035915493965149,-0.04277333617210388,0.0,0.19644850492477417,0.4271480441093445,-0.017841780558228493,0.0,0.2032143920660019,0.4443027973175049,0.012287652119994164,0.0,0.14606809616088867,0.3761844336986542,-0.0008568793418817222,0.0,0.15361866354942322,0.3262726962566376,-0.022798076272010803,0.0,0.14780986309051514,0.419562429189682,0.0005421058158390224,0.0,0.15082219243049622,0.44717445969581604,0.026262663304805756,0.0
a,0.168365478515625,0.62653648853302,-6.078955721022794e-07,0.0,0.2676056921482086,0.6116142272949219,-0.03052881732583046,0.0,0.3539203405380249,0.5050475001335144,-0.029749765992164612,0.0,0.38643985986709595,0.3800433576107025,-0.025049667805433273,0.0,0.3997355103492737,0.29964280128479004,-0.008458379656076431,0.0,0.32209405303001404,0.39334991574287415,-0.0006506727659143507,0.0,0.33586832880973816,0.30568164587020874,-0.04066643491387367,0.0,0.3114532232284546,0.4098628759384155,-0.058243073523044586,0.0,0.3060832619667053,0.4356916546821594,-0.06432434916496277,0.0,0.2639596164226532,0.37849926948547363,0.004215615335851908,0.0,0.2719968855381012,0.29899442195892334,-0.03555244579911232,0.0,0.25897595286369324,0.4211278557777405,-0.03911355137825012,0.0,0.2611787021160126,0.427592009305954,-0.032888155430555344,0.0,0.2082529067993164,0.37435707449913025,0.0010612225160002708,0.0,0.2151447832584381,0.298648476600647,-0.04373718425631523,0.0,0.20701970160007477,0.41852161288261414,-0.02251291833817959,0.0,0.21021755039691925,0.43481937050819397,0.0029023056849837303,0.0,0.15119190514087677,0.3696388602256775,-0.0043256753124296665,0.0,0.15851134061813354,0.32265305519104004,-0.02767830714583397,0.0,0.15876781940460205,0.4081737697124481,-0.007635484449565411,0.0,0.16032764315605164,0.4295526146888733,0.014363306574523449,0.0
a,0.19014707207679749,0.6059374213218689,-5.359152055461891e-07,0.0,0.2891697883605957,0.5892696976661682,-0.03442637622356415,0.0,0.3751426339149475,0.48419269919395447,-0.03562905639410019,0.0,0.4056915044784546,0.3579822778701782,-0.031998492777347565,0.0,0.4135704040527344,0.274200975894928,-0.01592191867530346,0.0,0.3460600674152374,0.36789193749427795,-0.0031159454956650734,0.0,0.35567575693130493,0.27811098098754883,-0.04178743436932564,0.0,0.3327291011810303,0.3835127353668213,-0.057311441749334335,0.0,0.33149999380111694,0.4071776270866394,-0.06229935586452484,0.0,0.2862617075443268,0.35252106189727783,0.0039065866731107235,0.0,0.29034990072250366,0.27596306800842285,-0.03614279627799988,0.0,0.27773359417915344,0.3992249071598053,-0.038460347801446915,0.0,0.28249016404151917,0.4027135968208313,-0.030642088502645493,0.0,0.2282305657863617,0.34862223267555237,0.0026616689283400774,0.0,0.23295490443706512,0.27789580821990967,-0.04205420985817909,0.0,0.22563180327415466,0.3971223831176758,-0.01973620243370533,0.0,0.23166826367378235,0.41062721610069275,0.006913876626640558,0.0,0.16926071047782898,0.3446751832962036,-0.001135392813012004,0.0,0.1761048138141632,0.299724817276001,-0.02416294626891613,0.0,0.17732299864292145,0.3834228217601776,-0.0035285954363644123,0.0,0.18160808086395264,0.4021032750606537,0.019461816176772118,0.0
a,0.19603002071380615,0.6077421307563782,-6.000139478601341e-07,0.0,0.2933102548122406,0.591654896736145,-0.035363275557756424,0.0,0.3817971348762512,0.4854569435119629,-0.03770161792635918,0.0,0.40810495615005493,0.3522229492664337,-0.034904174506664276,0.0,0.4152883291244507,0.2640419602394104,-0.02031673677265644,0.0,0.3479001522064209,0.36733052134513855,-0.005391238257288933,0.0,0.3571402430534363,0.27881231904029846,-0.0471457876265049,0.0,0.33731019496917725,0.38268211483955383,-0.06547420471906662,0.0,0.33264946937561035,0.4078602194786072,-0.0718153566122055,0.0,0.28689906001091003,0.3533650040626526,0.0009642347577027977,0.0,0.2927377223968506,0.2752223610877991,-0.04131076857447624,0.0,0.284083753824234,0.39824944734573364,-0.04704562947154045,0.0,0.2858889698982239,0.40247049927711487,-0.041688915342092514,0.0,0.23013123869895935,0.3495563268661499,-0.0007830856484360993,0.0,0.23327051103115082,0.27649277448654175,-0.04907514154911041,0.0,0.22947068512439728,0.3981891870498657,-0.02955709584057331,0.0,0.23412303626537323,0.411920428276062,-0.004584110341966152,0.0,0.1709422767162323,0.34622839093208313,-0.004770865198224783,0.0,0.1758531630039215,0.29999256134033203,-0.03209014981985092,0.0,0.1798316240310669,0.3887971341609955,-0.013120054267346859,0.0,0.18400894105434418,0.4102393388748169,0.009075559675693512,0.0
a,0.20190618932247162,0.604308009147644,-6.410736546058615e-07,0.0,0.2994815707206726,0.5927529335021973,-0.03410908579826355,0.0,0.3888201117515564,0.48662441968917847,-0.03513140603899956,0.0,0.41371387243270874,0.35118240118026733,-0.030610864982008934,0.0,0.4188135862350464,0.26470059156417847,-0.014037485234439373,0.0,0.3537253737449646,0.36944764852523804,-0.007531213574111462,0.0,0.3618677854537964,0.277261346578598,-0.047589149326086044,0.0,0.3427020311355591,0.3824611306190491,-0.0646185502409935,0.0,0.33914440870285034,0.40829169750213623,-0.0704604908823967,0.0,0.2912147045135498,0.35663941502571106,-0.0004892868455499411,0.0,0.2962612807750702,0.27634572982788086,-0.04107246175408363,0.0,0.28852230310440063,0.39990076422691345,-0.04571438208222389,0.0,0.29019999504089355,0.40537935495376587,-0.04023384302854538,0.0,0.23429518938064575,0.35285094380378723,-0.0009188029216602445,0.0,0.23741047084331512,0.2771187424659729,-0.046454910188913345,0.0,0.2345825582742691,0.39899325370788574,-0.02545008435845375,0.0,0.23869195580482483,0.415908545255661,-0.0003245100670028478,0.0,0.1750706434249878,0.34844911098480225,-0.003513287752866745,0.0,0.17964360117912292,0.29947590827941895,-0.028663307428359985,0.0,0.18436236679553986,0.38872694969177246,-0.008872386999428272,0.0,0.18844586610794067,0.4121040999889374,0.013397465460002422,0.0
a,0.2110735923051834,0.613888680934906,-6.533923055940249e-07,0.0,0.3072908818721771,0.6000397205352783,-0.033898577094078064,0.0,0.3982568085193634,0.49388331174850464,-0.03510185703635216,0.0,0.426710307598114,0.3603350818157196,-0.030855847522616386,0.0,0.43292027711868286,0.27412426471710205,-0.015040889382362366,0.0,0.36322689056396484,0.374906450510025,-0.007287941873073578,0.0,0.37405210733413696,0.28510069847106934,-0.04616410285234451,0.0,0.35325825214385986,0.3897077739238739,-0.0638623759150505,0.0,0.35012513399124146,0.4141772389411926,-0.07106146216392517,0.0,0.30176836252212524,0.36382555961608887,-0.0003418254491407424,0.0,0.30852216482162476,0.28173983097076416,-0.04014287516474724,0.0,0.2990611791610718,0.40355241298675537,-0.04613422974944115,0.0,0.3002820312976837,0.4102320969104767,-0.04190700873732567,0.0,0.24526092410087585,0.3615887761116028,-0.0006879097199998796,0.0,0.24858038127422333,0.28552448749542236,-0.04580041393637657,0.0,0.24370303750038147,0.40611281991004944,-0.026489971205592155,0.0,0.24811968207359314,0.4224005341529846,-0.0028491278644651175,0.0,0.18626394867897034,0.35836759209632874,-0.003078429028391838,0.0,0.1913653016090393,0.31130895018577576,-0.02823735773563385,0.0,0.19443279504776,0.4000070095062256,-0.00942747388035059,0.0,0.19902656972408295,0.4230586886405945,0.011778841726481915,0.0
a,0.21832217276096344,0.6167718172073364,-6.44583906250773e-07,0.0,0.314292311668396,0.6062687635421753,-0.037070099264383316,0.0,0.40674126148223877,0.49794885516166687,-0.038679324090480804,0.0,0.4332788288593292,0.36229512095451355,-0.03402705863118172,0.0,0.4381468892097473,0.2746499478816986,-0.017083698883652687,0.0,0.3704867362976074,0.3767213523387909,-0.009691757149994373,0.0,0.3798784017562866,0.28827381134033203,-0.050477758049964905,0.0,0.35880741477012634,0.39505985379219055,-0.06892310827970505,0.0,0.35684722661972046,0.4195905327796936,-0.07628394663333893,0.0,0.30829718708992004,0.3648734986782074,-0.0015930728986859322,0.0,0.3148081600666046,0.28595298528671265,-0.0430409200489521,0.0,0.3044147491455078,0.40995997190475464,-0.04871248081326485,0.0,0.3067058324813843,0.414856493473053,-0.044093891978263855,0.0,0.2514699697494507,0.36199843883514404,-0.001327955978922546,0.0,0.25505563616752625,0.2895180284976959,-0.04665761440992355,0.0,0.24888618290424347,0.410024493932724,-0.02583332732319832,0.0,0.2536555230617523,0.42417335510253906,-0.0013322101440280676,0.0,0.19279035925865173,0.35744524002075195,-0.0036142501048743725,0.0,0.19732287526130676,0.3115186393260956,-0.02787449210882187,0.0,0.19991478323936462,0.39891546964645386,-0.007940311916172504,0.0,0.20455598831176758,0.42001235485076904,0.013864518143236637,0.0
a,0.2319881021976471,0.6195642948150635,-6.469742288572888e-07,0.0,0.3258599042892456,0.6076493859291077,-0.03591137379407883,0.0,0.4196573495864868,0.5015097856521606,-0.037246182560920715,0.0,0.45009416341781616,0.37031465768814087,-0.03241661936044693,0.0,0.45305705070495605,0.28377044200897217,-0.015498101711273193,0.0,0.3838217556476593,0.3819955587387085,-0.009375319816172123,0.0,0.3986627757549286,0.2957727313041687,-0.04849797487258911,0.0,0.3759113550186157,0.39954033493995667,-0.06646445393562317,0.0,0.3718823790550232,0.41956058144569397,-0.0740908831357956,0.0,0.3217083513736725,0.3716525435447693,-0.0010802156757563353,0.0,0.3307245373725891,0.29275572299957275,-0.04190497100353241,0.0,0.3196365237236023,0.4141159951686859,-0.04846023768186569,0.0,0.32125324010849,0.41693171858787537,-0.04462933540344238,0.0,0.2655969560146332,0.3692377209663391,-0.00024325173581019044,0.0,0.27019253373146057,0.2961905002593994,-0.04362400993704796,0.0,0.2641814947128296,0.4134484529495239,-0.024028204381465912,0.0,0.2693406343460083,0.42414188385009766,-0.0012398508843034506,0.0,0.20777210593223572,0.3633759319782257,-0.0018485677428543568,0.0,0.21374580264091492,0.32205745577812195,-0.023897765204310417,0.0,0.21499595046043396,0.4071737229824066,-0.004586376249790192,0.0,0.21905852854251862,0.42499423027038574,0.01583150401711464,0.0
a,0.2312106490135193,0.6245213150978088,-6.051066065992927e-07,0.0,0.3299230933189392,0.6073827743530273,-0.03814226761460304,0.0,0.42455780506134033,0.5021200180053711,-0.03971891105175018,0.0,0.4545919895172119,0.3711109757423401,-0.034400783479213715,0.0,0.4582201838493347,0.28121399879455566,-0.01651468127965927,0.0,0.38888904452323914,0.38448870182037354,-0.009648505598306656,0.0,0.4023398160934448,0.2981487512588501,-0.04828496649861336,0.0,0.38008826971054077,0.40548691153526306,-0.06538397818803787,0.0,0.37678730487823486,0.4245778024196625,-0.07251176983118057,0.0,0.3272864818572998,0.3708908259868622,-0.0007867945241741836,0.0,0.33590447902679443,0.2950545847415924,-0.041207075119018555,0.0,0.32456305623054504,0.4191649854183197,-0.047658372670412064,0.0,0.3262424170970917,0.41984105110168457,-0.04402101784944534,0.0,0.27003899216651917,0.3671618700027466,0.00047459398047067225,0.0,0.2753741443157196,0.29790666699409485,-0.04316764697432518,0.0,0.2681960165500641,0.41731059551239014,-0.02320163883268833,0.0,0.27221232652664185,0.4252810478210449,-2.474743996572215e-05,0.0,0.2108609676361084,0.3618554472923279,-0.000872127537149936,0.0,0.21734514832496643,0.3219200074672699,-0.022962791845202446,0.0,0.21852180361747742,0.4079500734806061,-0.0026295280549675226,0.0,0.22164522111415863,0.4238811433315277,0.01881672628223896,0.0
